,mapping_framework,mapping_framework_version,capability_group,capability_id,,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,references,comments,organization,creation_date,last_update
668,veris,1.3.7,action.hacking,action.hacking.vector.Partner,5,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195,Supply Chain Compromise,12.1,enterprise,[],,,4/6/23,4/6/23
669,veris,1.3.7,action.malware,action.malware.vector.Partner,2,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195,Supply Chain Compromise,12.1,enterprise,[],,,4/6/23,4/6/23
670,veris,1.3.7,action.malware,action.malware.vector.Software update,2,Included in automated software update,related-to,T1195,Supply Chain Compromise,12.1,enterprise,[],,,4/6/23,4/6/23
671,veris,1.3.7,action.hacking,action.hacking.vector.Partner,5,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,12.1,enterprise,[],,,4/6/23,4/6/23
672,veris,1.3.7,action.social,action.social.vector.Software,2,Software,related-to,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,12.1,enterprise,[],,,4/6/23,4/6/23
673,veris,1.3.7,action.hacking,action.hacking.vector.Partner,5,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,12.1,enterprise,[],,,4/6/23,4/6/23
674,veris,1.3.7,action.social,action.social.vector.Software,2,Software,related-to,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,12.1,enterprise,[],,,4/6/23,4/6/23
675,veris,1.3.7,action.hacking,action.hacking.vector.Partner,5,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195.003,Supply Chain Compromise: Compromise Hardware Supply Chain,12.1,enterprise,[],,,4/6/23,4/6/23
676,veris,1.3.7,action.social,action.social.vector.Partner,2,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195.003,Supply Chain Compromise: Compromise Hardware Supply Chain,12.1,enterprise,[],,,4/6/23,4/6/23
677,veris,1.3.7,action.hacking,action.hacking.vector.Physical access,1,"Physical access or connection (i.e., at keyboard or via cable)",related-to,T1200,Hardware Additions,12.1,enterprise,[],,,4/6/23,4/6/23
678,veris,1.3.7,action.hacking,action.hacking.vector.Web application,1,Web application,related-to,T1056.003,Input Capture: Web Portal Capture,12.1,enterprise,[],,,4/6/23,4/6/23
679,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1056.003,Input Capture: Web Portal Capture,12.1,enterprise,[],,,4/6/23,4/6/23
680,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1056.003,Input Capture: Web Portal Capture,12.1,enterprise,[],,,4/6/23,4/6/23
681,veris,1.3.7,action.hacking,action.hacking.vector.Other network service,11,Network service that is not remote access or a web application.,related-to,T1095,Non-Application Layer Protocol,12.1,enterprise,[],,,4/6/23,4/6/23
682,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1095,Non-Application Layer Protocol,12.1,enterprise,[],,,4/6/23,4/6/23
683,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1095,Non-Application Layer Protocol,12.1,enterprise,[],,,4/6/23,4/6/23
684,veris,1.3.7,action.hacking,action.hacking.vector.Other network service,11,Network service that is not remote access or a web application.,related-to,T1571,Non-Standard Port,12.1,enterprise,[],,,4/6/23,4/6/23
685,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1571,Non-Standard Port,12.1,enterprise,[],,,4/6/23,4/6/23
686,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1571,Non-Standard Port,12.1,enterprise,[],,,4/6/23,4/6/23
687,veris,1.3.7,action.malware,action.malware.variety.Backdoor,13,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1505,Server Software Component,12.1,enterprise,[],,,4/6/23,4/6/23
688,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1505,Server Software Component,12.1,enterprise,[],,,4/6/23,4/6/23
689,veris,1.3.7,action.malware,action.malware.variety.Backdoor,13,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1505.003,Server Software Component: Web Shell,12.1,enterprise,[],,,4/6/23,4/6/23
690,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1505.003,Server Software Component: Web Shell,12.1,enterprise,[],,,4/6/23,4/6/23
691,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1071.001,Application Layer Protocol: Web Protocols,12.1,enterprise,[],,,4/6/23,4/6/23
692,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1071.001,Application Layer Protocol: Web Protocols,12.1,enterprise,[],,,4/6/23,4/6/23
693,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1071.001,Application Layer Protocol: Web Protocols,12.1,enterprise,[],,,4/6/23,4/6/23
694,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1071.002,Application Layer Protocol: File Transfer Protocol,12.1,enterprise,[],,,4/6/23,4/6/23
695,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1071.002,Application Layer Protocol: File Transfer Protocol,12.1,enterprise,[],,,4/6/23,4/6/23
696,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1071.002,Application Layer Protocol: File Transfer Protocol,12.1,enterprise,[],,,4/6/23,4/6/23
697,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1071.003,Application Layer Protocol: Mail Protocols,12.1,enterprise,[],,,4/6/23,4/6/23
698,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1071.003,Application Layer Protocol: Mail Protocols,12.1,enterprise,[],,,4/6/23,4/6/23
699,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1071.003,Application Layer Protocol: Mail Protocols,12.1,enterprise,[],,,4/6/23,4/6/23
700,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1071.004,Application Layer Protocol: DNS,12.1,enterprise,[],,,4/6/23,4/6/23
701,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1071.004,Application Layer Protocol: DNS,12.1,enterprise,[],,,4/6/23,4/6/23
702,veris,1.3.7,action.malware,action.malware.variety.Unknown,29,Unknown,related-to,T1071.004,Application Layer Protocol: DNS,12.1,enterprise,[],,,4/6/23,4/6/23
703,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1090.001,Proxy: Internal Proxy,12.1,enterprise,[],,,4/6/23,4/6/23
704,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1090.001,Proxy: Internal Proxy,12.1,enterprise,[],,,4/6/23,4/6/23
705,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1090.002,Proxy: External Proxy,12.1,enterprise,[],,,4/6/23,4/6/23
706,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1090.002,Proxy: External Proxy,12.1,enterprise,[],,,4/6/23,4/6/23
707,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1090.003,Proxy: Multi-hop Proxy,12.1,enterprise,[],,,4/6/23,4/6/23
708,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1090.003,Proxy: Multi-hop Proxy,12.1,enterprise,[],,,4/6/23,4/6/23
709,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1090.004,Proxy: Domain Fronting,12.1,enterprise,[],,,4/6/23,4/6/23
710,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1090.004,Proxy: Domain Fronting,12.1,enterprise,[],,,4/6/23,4/6/23
711,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1102.001,Web Service: Dead Drop Resolver,12.1,enterprise,[],,,4/6/23,4/6/23
712,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1102.001,Web Service: Dead Drop Resolver,12.1,enterprise,[],,,4/6/23,4/6/23
713,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1102.002,Web Service: Bidirectional Communication,12.1,enterprise,[],,,4/6/23,4/6/23
714,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1102.002,Web Service: Bidirectional Communication,12.1,enterprise,[],,,4/6/23,4/6/23
715,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1102.003,Web Service: One-Way Communication,12.1,enterprise,[],,,4/6/23,4/6/23
716,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1102.003,Web Service: One-Way Communication,12.1,enterprise,[],,,4/6/23,4/6/23
717,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1056,Input Capture,12.1,enterprise,[],,,4/6/23,4/6/23
718,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1056,Input Capture,12.1,enterprise,[],,,4/6/23,4/6/23
719,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1056.001,Input Capture: Keylogging,12.1,enterprise,[],,,4/6/23,4/6/23
720,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1056.001,Input Capture: Keylogging,12.1,enterprise,[],,,4/6/23,4/6/23
721,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1056.002,Input Capture: GUI Input Capture,12.1,enterprise,[],,,4/6/23,4/6/23
722,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1056.002,Input Capture: GUI Input Capture,12.1,enterprise,[],,,4/6/23,4/6/23
723,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1056.004,Input Capture: Credential API Hooking,12.1,enterprise,[],,,4/6/23,4/6/23
724,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1056.004,Input Capture: Credential API Hooking,12.1,enterprise,[],,,4/6/23,4/6/23
725,veris,1.3.7,action.malware,action.malware.variety.Spyware/Keylogger,1,"Spyware, keylogger or form-grabber (capture user input or activity)",related-to,T1056.004,Input Capture: Credential API Hooking,12.1,enterprise,[],,,4/6/23,4/6/23
726,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1056.004,Input Capture: Credential API Hooking,12.1,enterprise,[],,,4/6/23,4/6/23
727,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1113,Screen Capture,12.1,enterprise,[],,,4/6/23,4/6/23
728,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1113,Screen Capture,12.1,enterprise,[],,,4/6/23,4/6/23
729,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1114,Email Collection,12.1,enterprise,[],,,4/6/23,4/6/23
730,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1114,Email Collection,12.1,enterprise,[],,,4/6/23,4/6/23
731,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1114.001,Email Collection: Local Email Collection,12.1,enterprise,[],,,4/6/23,4/6/23
732,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1114.001,Email Collection: Local Email Collection,12.1,enterprise,[],,,4/6/23,4/6/23
